Name,Age,Salary,Department,Experience
Oscar,34,149610,Finance,4
Wendy,57,223985,Sales,16
Karen,30,138450,Sales,2
William,31,57105,IT,0
Yvonne,59,211797,Finance,24
Peter,53,190928,HR,10
Quincy,26,223652,Sales,3
Laura,40,105476,Sales,16
Rachel,47,211097,IT,2
Yvonne,35,156965,Sales,6
Michael,53,134263,Operations,8
Bob,47,239606,Operations,14
Alice,45,31498,Operations,18
Ivy,20,170497,HR,0
Yvonne,29,208054,Operations,8
Derek,30,233244,Operations,7
Nancy,26,200284,Sales,1
Quinn,53,155711,IT,16
Samuel,23,53583,IT,1
Felix,60,187715,Operations,39
Oscar,43,59746,Marketing,5
Adam,41,136714,HR,14
Tina,57,128436,Marketing,0
Frank,45,109846,Operations,3
Ursula,45,38272,Marketing,21
Derek,33,124973,IT,5
Samuel,46,179740,Sales,23
Zane,34,111957,HR,12
Nancy,60,71541,Operations,13
Sophia,28,241670,IT,6
Rachel,36,57815,HR,2
Paula,56,73239,Operations,8
Vincent,60,185856,Operations,16
Mia,36,215897,Marketing,13
Samuel,56,48421,IT,14
Umar,28,45774,HR,0
Isabelle,25,42110,HR,4
Xander,23,206708,Operations,0
Laura,60,150766,Operations,12
Thomas,36,69429,IT,1
Jacob,32,48960,Operations,10
Grace,57,187617,IT,9
Victoria,53,247845,Marketing,6
George,37,58352,Marketing,15
Victoria,47,198833,Sales,3
Victoria,47,187029,Finance,4
Olivia,38,150055,HR,3
Ben,20,172026,IT,0
Zane,30,49990,HR,10
Yasmine,37,104635,Operations,11
Noah,50,213463,Marketing,8
Xander,20,208334,Marketing,0
William,43,78117,Marketing,10
Hannah,26,73801,Operations,0
Jacob,58,94000,Operations,35
Noah,32,180821,IT,7
Grace,32,39427,IT,2
Tina,24,203112,Operations,4
Zachary,34,64303,Operations,11
Mia,60,224485,Finance,8
Charlie,43,152772,HR,3
Ben,57,164242,HR,17
Noah,37,47470,Operations,0
Eleanor,24,47976,IT,1
Mia,50,167498,Operations,19
Nancy,25,96098,Operations,2
Sophia,59,154777,HR,37
Nancy,50,230157,HR,15
Derek,29,193556,Sales,4
Catherine,49,146757,IT,24
Oscar,36,99038,HR,11
Mia,41,104247,Sales,6
Robert,26,98888,Finance,5
Ursula,37,62157,Sales,16
Adam,28,207786,Finance,8
Laura,33,130065,HR,7
Peter,34,137177,Marketing,8
Helen,57,239608,IT,8
Bob,37,202016,Operations,2
Liam,31,84625,HR,7
William,35,95197,Marketing,3
Ben,24,48393,Operations,2
Alice,55,168021,Operations,12
Sophia,26,112657,IT,2
Karen,59,38189,Operations,11
Eva,48,86654,Sales,6
Jacob,35,30639,HR,2
Quincy,26,237049,Sales,2
Laura,28,133783,IT,1
Sophia,36,120745,Marketing,3
Felix,56,145201,Sales,23
Kevin,34,79718,Operations,1
Alice,22,54429,HR,1
Robert,52,91106,Operations,29
Xavier,33,170296,Finance,0
Hannah,59,244253,Finance,4
Tina,25,161997,Marketing,1
Helen,21,221986,IT,1
Quincy,23,143709,Operations,0
Xavier,36,103137,IT,3
Thomas,24,82993,Marketing,3
Derek,36,206309,Sales,13
Ben,30,207452,Operations,1
Zachary,28,106969,Sales,1
Felix,29,152638,Sales,1
Kevin,28,126129,Sales,7
Charlie,32,199762,HR,10
George,44,194596,Marketing,9
Tina,58,133890,Marketing,9
Oscar,40,118759,IT,8
Zachary,45,83312,HR,10
Eva,35,162948,HR,0
Rachel,43,170477,Operations,14
Laura,52,135715,IT,10
Hannah,23,121583,IT,1
Mia,25,199324,Operations,0
Peter,21,202398,HR,0
Yasmine,43,92678,Finance,6
Quinn,22,150007,HR,1
Hannah,51,84963,Finance,10
Quincy,36,198496,Marketing,1
Zane,37,226434,HR,1
Mia,20,104151,Finance,0
Quinn,35,216209,Marketing,14
George,24,129148,Marketing,4
Ben,59,169173,IT,2
Eva,37,36006,Operations,0
Ivy,26,138642,HR,0
Robert,27,245152,Sales,1
Karen,39,130689,Marketing,12
Eleanor,28,49564,IT,4
Peter,48,179588,Operations,27
Adam,35,129960,Operations,6
Kevin,41,198174,HR,21
Jack,56,164640,Finance,29
Ben,33,58880,Operations,4
Tina,46,83127,IT,25
Ursula,47,245328,HR,12
Sophia,38,30006,Finance,2
Frank,53,187255,Operations,10
Michael,54,230095,Operations,22
Laura,49,51397,Sales,14
Peter,40,118901,Operations,1
Victoria,26,228683,Sales,1
Sophia,47,177132,IT,3
Isabelle,39,198382,Marketing,13
Paula,50,219429,Marketing,17
Paula,38,139164,IT,10
Karen,51,189367,Sales,3
Sophia,36,123542,IT,4
Michael,60,71256,Finance,27
Samuel,33,85696,HR,12
Noah,51,141471,Operations,28
Quincy,40,95939,Sales,7
Derek,33,112111,IT,7
Quincy,50,73602,Marketing,18
Rachel,57,180852,HR,19
Victoria,58,244923,Operations,20
Zachary,48,242072,Operations,19
Rachel,50,162173,Finance,0
Yvonne,55,74857,Finance,15
Nancy,39,108763,Finance,8
Yasmine,36,179134,Finance,9
Zane,35,30367,Finance,6
Michael,44,209821,Sales,18
Nancy,30,210269,Sales,0
Bob,41,212081,Marketing,20
Ursula,35,49527,Marketing,8
Yasmine,60,144413,IT,7
Jacob,54,140885,Operations,33
Ursula,57,247956,Sales,15
Jack,43,237733,IT,3
Charlie,24,110835,HR,4
Hannah,32,198187,IT,1
Michael,47,131708,Sales,1
Xavier,57,82484,Finance,25
Alice,42,195544,IT,9
Peter,34,35222,Finance,2
Xander,33,196813,Finance,7
Adam,28,130352,Sales,2
Oscar,45,81268,Sales,15
Tina,46,119019,Sales,26
William,53,218015,Finance,31
Noah,32,151247,Marketing,1
Helen,44,52000,HR,0
William,22,36601,HR,2
Zane,34,52878,HR,9
Olivia,29,101436,Marketing,8
Ben,26,157436,Sales,6
Felix,41,129870,Operations,14
Quinn,49,179851,Finance,20
Nancy,53,46958,HR,21
Adam,34,138103,IT,14
Ben,58,169157,Sales,11
Samuel,52,210926,Operations,29
Yasmine,59,192996,Marketing,37
Ben,24,161198,IT,1
Yvonne,26,115047,Finance,2
Xander,52,159619,Operations,31
William,58,227273,HR,33
Ivy,24,198479,Operations,4
Bob,51,248969,Operations,12
Yasmine,23,105090,Operations,2
George,36,102587,HR,8
Kevin,37,109672,Sales,3
Eva,59,232613,Finance,35
Samuel,31,54489,Sales,2
Xavier,56,59129,Marketing,31
George,53,243876,Finance,15
Paula,54,73550,Finance,16
Sophia,40,100878,Operations,1
Samuel,21,72102,Sales,0
Grace,34,203558,Marketing,2
Vincent,28,95502,Operations,6
Karen,42,67735,Sales,13
Xander,55,213928,IT,13
William,53,45422,IT,33
Ivy,31,82768,Sales,11
Michael,56,141439,Finance,16
Yasmine,33,159571,HR,1
George,47,164207,Operations,4
Wendy,56,242782,Finance,24
Eva,30,46787,Marketing,4
Jacob,22,168604,Operations,0
George,48,31383,HR,21
Rachel,37,47968,Marketing,14
Tina,29,47268,HR,4
Adam,37,186475,Operations,13
Isabelle,34,79116,IT,1
Rachel,27,77650,Operations,1
Catherine,57,52543,Operations,2
Olivia,36,61925,Sales,2
Sophia,34,119455,Marketing,1
Ivy,25,110247,IT,5
Eva,50,41846,Marketing,0
Karen,25,206871,Sales,3
George,51,124876,Operations,16
Frank,36,200673,HR,6
Eleanor,59,145425,Operations,17
Quinn,29,219306,Operations,9
Yasmine,36,130374,HR,0
Yasmine,40,189614,Operations,13
Kevin,25,99922,Operations,0
Bob,26,102032,Marketing,0
Grace,22,63223,Operations,2
Karen,34,32163,Finance,9
Oscar,49,246476,HR,20
Tina,37,50130,HR,2
Michael,32,45470,Operations,11
Eleanor,35,60187,HR,3
Laura,23,38774,HR,2
Yasmine,24,91958,Sales,0
Adam,38,184609,Sales,17
Tina,37,71873,Finance,5
George,47,45491,IT,12
Derek,23,231901,Marketing,2
Peter,21,156630,HR,0
Jack,35,190934,HR,10
Quincy,36,112621,Operations,1
Yasmine,44,164129,Finance,4
Ivy,28,72784,Finance,6
Zachary,57,218027,Marketing,26
Quincy,30,186522,Finance,10
Mia,48,130447,Finance,1
Karen,26,243425,HR,4
Vincent,34,238841,Finance,9
Charlie,27,227624,HR,0
Ben,56,36737,Operations,28
William,40,188129,Sales,4
Nancy,54,104167,HR,24
Alice,36,97804,Marketing,4
Kevin,47,177422,IT,13
Tina,31,34497,Operations,11
George,43,70250,Marketing,11
Eva,58,160017,Sales,23
Jacob,35,165880,HR,8
Tina,48,127916,Sales,7
David,37,209325,IT,8
Quincy,21,188349,HR,0
Noah,34,224227,Marketing,4
Jack,33,203707,Sales,3
Samuel,21,204615,Sales,1
Oscar,49,108240,Operations,22
Ben,58,199047,HR,33
Paula,50,189914,Marketing,26
Zachary,45,137063,Marketing,18
Xavier,57,138091,HR,2
Derek,60,209140,HR,16
Paula,34,235203,Finance,9
Samuel,38,125339,Operations,17
Yasmine,59,84224,Sales,7
Bob,57,38887,Operations,12
Yasmine,45,108751,Marketing,21
Quincy,25,34446,Finance,1
Bob,23,184782,Sales,3
Derek,42,238480,Marketing,4
Charlie,44,34562,Marketing,24
Paula,24,63667,HR,0
Samuel,33,215027,HR,5
Peter,25,86975,Operations,4
Adam,36,91330,Finance,14
Wendy,33,203914,IT,9
Ursula,27,30758,Marketing,2
Quincy,24,66334,Finance,1
Thomas,46,203800,Marketing,8
Xavier,30,113632,IT,5
Alice,27,62433,Marketing,4
Ben,27,81424,Finance,1
Vincent,42,245731,Sales,13
Noah,30,237394,Finance,3
Yvonne,21,59359,Sales,0
Ursula,33,39302,Sales,2
Mia,44,132956,IT,6
Rachel,50,91286,Marketing,24
Quincy,51,116818,Finance,12
Catherine,35,127373,Finance,15
Quinn,31,163116,Marketing,2
Grace,28,197001,IT,1
Nancy,39,124514,Operations,0
Ben,42,138020,Sales,9
Bob,30,73465,HR,9
Helen,51,115072,IT,27
Yasmine,52,229284,IT,24
Rachel,44,70434,Marketing,8
George,42,131643,Finance,0
Umar,43,111164,HR,20
Eleanor,25,39243,Operations,5
Isabelle,36,88565,Finance,14
Eva,33,179237,Operations,8
Noah,38,217352,Finance,14
David,21,96278,IT,0
Zachary,40,189254,Sales,2
Yvonne,35,187554,HR,13
Xander,33,123740,Sales,3
Yasmine,43,221428,HR,8
Charlie,53,150772,IT,32
Michael,54,228470,Marketing,28
Isabelle,40,240062,Finance,17
William,43,36664,IT,21
Eva,58,77295,HR,4
Xavier,60,187816,HR,9
Felix,21,31656,HR,0
George,31,35187,Operations,11
Samuel,34,180370,Finance,8
Thomas,21,209031,Marketing,0
Jack,22,183709,Finance,2
Oscar,43,198210,IT,4
Quincy,59,233262,IT,31
Ben,31,218997,IT,7
Grace,47,39581,Finance,22
Mia,26,226184,HR,6
Tina,53,43723,Marketing,0
Zachary,23,228384,HR,3
Samuel,47,36277,IT,20
Robert,53,98144,Sales,25
Frank,41,84698,Marketing,13
Eva,51,207481,Operations,6
Xavier,35,117717,HR,12
Xavier,25,180593,HR,5
Ivy,29,229970,Sales,1
Nancy,58,79232,HR,24
Vincent,49,75919,IT,3
Vincent,32,173127,HR,3
Oscar,52,240658,Operations,17
William,27,148463,Marketing,1
Michael,40,78786,Sales,13
Ursula,58,76044,Operations,10
Quincy,40,243979,IT,0
Samuel,22,166205,IT,2
Ivy,55,146909,IT,5
Vincent,20,220577,Sales,0
Helen,47,180782,Operations,22
Eva,20,247839,Sales,0
Nancy,45,214505,Marketing,11
Vincent,52,163019,Operations,15
Wendy,21,68187,HR,0
Hannah,52,214478,Marketing,2
Karen,41,72435,Marketing,17
Vincent,35,219375,Sales,6
Peter,20,128224,Marketing,0
Kevin,26,77983,Finance,1
Alice,60,175680,Finance,12
Xavier,25,92014,Operations,2
Mia,23,202849,Operations,2
Isabelle,57,191549,Operations,25
Victoria,57,183812,Operations,18
Nancy,29,187791,HR,5
Kevin,37,61259,Marketing,10
Charlie,31,37675,HR,2
Tina,35,176730,Operations,1
Alice,47,99515,HR,19
Helen,56,234376,Sales,10
Felix,26,34664,Sales,6
Hannah,60,87295,Operations,5
Laura,57,159573,Operations,34
Hannah,39,142115,IT,13
Adam,41,47939,HR,9
Zane,48,91333,Sales,16
Eva,35,226445,Marketing,11
Tina,31,49387,HR,7
Felix,39,109043,Finance,13
Oscar,58,35904,Operations,37
Olivia,31,128740,HR,11
Xander,21,75965,Operations,1
Kevin,43,155548,IT,1
Tina,44,159629,Sales,16
Yasmine,39,93823,Finance,18
Ivy,21,49790,Sales,1
Samuel,55,104483,Marketing,7
Michael,35,234400,Operations,0
Yasmine,40,75823,Finance,0
Umar,27,32351,Marketing,6
Tina,59,142391,Sales,25
Zachary,45,91997,Finance,5
Jacob,31,205472,IT,8
Charlie,56,197372,IT,35
Paula,47,125334,Finance,18
Derek,28,140802,Marketing,5
Rachel,39,176201,IT,15
Samuel,57,202878,IT,23
Olivia,28,97174,Marketing,8
Tina,38,208956,Operations,13
Robert,26,89324,Sales,2
Thomas,51,132101,HR,19
Bob,40,181916,Operations,6
Liam,31,68403,Finance,2
Felix,54,228585,Operations,14
Sophia,30,157005,HR,0
Noah,29,199215,IT,6
Jacob,28,249366,HR,1
Charlie,48,170035,Marketing,15
Felix,27,214558,Sales,5
Quincy,55,40506,HR,13
Umar,31,83898,Marketing,8
Robert,21,48100,HR,0
Eva,32,220969,HR,3
Ursula,43,58739,IT,10
Yasmine,44,151107,IT,11
Helen,54,95435,IT,13
Helen,27,75325,Sales,0
Peter,40,71391,Operations,15
Felix,45,92530,HR,21
Ben,28,100083,HR,7
Xander,58,225669,Operations,0
Quinn,54,184078,HR,6
Bob,60,146557,Finance,24
Grace,38,41947,Marketing,6
Zachary,51,74189,Sales,24
Samuel,40,238120,Marketing,9
Samuel,50,247879,IT,5
Jacob,44,39094,HR,12
Peter,39,138463,Finance,3
Felix,60,97314,IT,2
Victoria,28,72836,Operations,1
Samuel,57,203005,IT,33
Samuel,20,39268,IT,0
Felix,57,137550,IT,22
Charlie,52,215713,Finance,16
David,28,126000,HR,8
Adam,32,156702,Marketing,10
Ben,30,217364,Finance,7
Liam,57,57732,HR,16
Yvonne,48,121333,IT,23
Jacob,24,249976,Finance,0
Robert,46,77137,IT,9
Jacob,25,60333,Finance,1
Noah,26,158479,Operations,6
Sophia,56,109104,Sales,2
Jack,50,186037,Operations,12
Yvonne,43,31139,Sales,12
Michael,54,134872,Finance,33
Wendy,42,99616,Marketing,2
Alice,55,74319,Operations,14
Catherine,20,36747,Operations,0
Thomas,51,235230,IT,20
Charlie,42,109738,Sales,16
Olivia,45,190308,Operations,13
Sophia,26,123524,Operations,1
Eva,43,149676,Finance,0
Adam,42,176787,Marketing,7
Hannah,60,45507,Finance,1
David,60,106904,Marketing,18
Umar,44,153334,Operations,7
Eva,28,31391,Sales,8
Adam,21,91321,Marketing,1
Karen,24,45465,IT,2
Adam,37,74274,Marketing,8
Yvonne,60,61281,Operations,31
Oscar,41,66452,Operations,13
Derek,35,185127,Marketing,2
Hannah,60,48545,IT,3
Mia,25,43236,HR,2
Oscar,50,126360,Operations,0
Thomas,58,90209,HR,36
Derek,44,130854,IT,2
Eva,27,144404,Operations,7
Wendy,33,125059,Operations,5
Jacob,59,204620,Operations,6
Paula,20,184252,Marketing,0
Peter,54,70425,Marketing,9
Mia,27,128600,Marketing,2
Isabelle,59,225045,HR,21
Zane,24,97098,Operations,1
Quincy,51,211466,Sales,7
Xander,48,90123,Operations,14
Quincy,56,162994,HR,33
Xavier,44,245007,IT,0
Liam,41,242541,Operations,21
Helen,59,60135,IT,10
Xander,27,70210,Sales,3
Alice,32,57027,IT,9
Victoria,58,139559,HR,30
William,44,65942,Marketing,10
William,55,134395,HR,14
George,45,136987,Finance,17
Bob,58,43557,Finance,32
Rachel,47,214499,Finance,17
Isabelle,34,39652,HR,5
Zachary,25,228003,Operations,4
Paula,32,36842,Finance,10
Vincent,60,118844,Marketing,20
Xavier,58,160217,Sales,20
Noah,28,60632,IT,6
Jack,43,165909,Finance,21
Ben,49,101994,Sales,6
Victoria,29,196182,Sales,9
Zane,38,174387,HR,3
Vincent,22,123450,Operations,1
Yvonne,39,65608,Finance,15
Liam,37,144037,Sales,10
Yasmine,58,215537,IT,17
Alice,42,139772,Sales,11
Xander,31,219706,Operations,0
Ursula,47,178301,Marketing,22
Wendy,47,246699,Sales,12
Xavier,27,159469,Finance,7
Vincent,47,203446,Operations,3
Alice,41,105354,HR,15
Ben,21,33862,HR,0
Isabelle,32,177196,Finance,7
Jacob,55,56718,Marketing,9
Peter,33,87559,Operations,8
Isabelle,33,109081,IT,12
Olivia,32,175913,Marketing,5
Jacob,56,159171,Marketing,20
David,34,149225,IT,8
Frank,50,104783,Sales,30
Hannah,21,44701,HR,0
Zachary,29,198286,Operations,0
Charlie,24,171797,Marketing,2
Catherine,51,91821,HR,30
Jacob,26,118532,HR,1
Mia,25,94332,Operations,1
Samuel,34,220727,HR,8
Felix,44,32913,Sales,3
Frank,42,213068,Operations,7
Samuel,51,223083,Sales,24
Robert,52,222197,IT,32
Adam,20,121795,Finance,0
Vincent,49,114030,Operations,13
Quincy,58,211633,Finance,35
Noah,32,151166,Marketing,2
Eleanor,43,89185,Operations,0
Eva,58,196173,IT,30
Xander,32,127639,Operations,10
Oscar,29,203070,Sales,3
Rachel,38,34591,HR,3
Laura,22,78584,IT,1
Laura,48,230182,IT,24
Grace,56,70494,Sales,6
Bob,39,191351,Operations,13
Ursula,46,159501,Operations,11
Eleanor,20,112793,HR,0
Isabelle,24,218149,Marketing,4
Oscar,57,59067,IT,27
Karen,52,246613,Marketing,6
Vincent,52,165844,HR,20
Oscar,25,246374,Operations,0
Hannah,34,38159,IT,8
Sophia,50,38951,Marketing,28
Jacob,28,130615,Marketing,7
Paula,55,59152,Finance,35
Ben,56,194770,Operations,6
Vincent,48,236038,Marketing,1
Isabelle,34,62852,Operations,7
William,55,30192,Finance,26
Michael,57,194707,Sales,0
Umar,40,130090,Operations,5
Robert,31,57553,IT,1
David,60,132506,Marketing,26
Hannah,55,211620,IT,31
Zachary,26,165110,Sales,6
Rachel,30,63290,Sales,0
Yvonne,35,99335,Finance,0
Wendy,58,128913,Sales,26
Ursula,35,137162,HR,10
Ben,35,84943,IT,7
Robert,39,204498,IT,2
Hannah,22,243127,Marketing,1
Tina,35,186854,Sales,15
Victoria,48,183662,Operations,3
Adam,57,105122,IT,12
Charlie,35,130155,HR,9
Isabelle,26,99228,IT,3
Sophia,22,45916,Sales,1
Oscar,23,51450,HR,0
Xander,46,165580,Operations,23
Zane,24,50418,HR,1
Rachel,56,141077,IT,23
Zachary,52,69555,Sales,4
Isabelle,37,185703,Finance,12
Wendy,48,99032,HR,14
David,28,157721,HR,1
Paula,53,241996,Finance,33
Catherine,57,238176,IT,13
David,23,61427,Marketing,0
Jacob,31,76294,Sales,1
Laura,40,110724,Sales,13
Vincent,57,31060,IT,12
Grace,43,223951,Operations,13
Grace,39,137523,Operations,14
Jacob,28,95315,Operations,2
Mia,23,203577,IT,1
Rachel,41,112566,Marketing,20
George,48,234666,Operations,11
Hannah,45,230056,HR,15
Jack,51,226532,Finance,9
Adam,20,248924,IT,0
Charlie,20,216568,Finance,0
Michael,38,228853,HR,14
Xander,36,35871,Sales,2
Eleanor,29,233262,IT,0
Charlie,46,50438,Finance,11
Jack,32,75180,Operations,4
Xander,24,200957,IT,2
Zachary,30,102937,IT,3
Frank,32,121722,Marketing,5
Grace,41,241760,Sales,17
Laura,20,108298,Marketing,0
Umar,39,129937,IT,4
Liam,38,239975,Operations,10
Kevin,49,197041,IT,15
Quincy,23,245711,HR,0
William,27,152704,Operations,7
Wendy,44,41719,HR,14
Alice,41,205890,Sales,8
Zachary,58,59945,Finance,22
Ivy,30,225881,Operations,3
Yvonne,60,118552,Finance,6
Olivia,38,113389,Operations,12
Oscar,38,163497,Marketing,2
Ivy,53,76908,Sales,3
Ursula,52,62247,Finance,7
Mia,24,221297,HR,2
Nancy,51,34487,IT,24
Wendy,37,127652,IT,16
Thomas,22,233666,Finance,0
Liam,25,183122,Sales,0
Frank,43,156671,Sales,19
Olivia,40,227721,IT,3
Bob,38,221502,Operations,14
Noah,21,147676,Operations,0
George,33,173539,Operations,3
Mia,45,56582,IT,12
Kevin,20,225071,Sales,0
Laura,34,36969,Marketing,3
Peter,35,161570,Marketing,6
Catherine,33,49893,Finance,9
Rachel,53,36102,Marketing,3
Nancy,45,247523,IT,6
Yvonne,41,46525,Sales,16
Paula,52,101241,Operations,18
Frank,34,236979,Finance,10
Eleanor,44,46477,HR,19
Jacob,55,77903,Operations,33
George,28,223020,Operations,4
Yasmine,45,135727,Marketing,6
Jack,48,98292,Operations,8
Yasmine,23,196652,HR,0
Thomas,48,55765,Sales,24
David,20,74724,IT,0
Eleanor,51,245271,IT,15
Xander,37,82734,Operations,5
Michael,27,119630,Operations,0
Ursula,31,66522,Finance,3
Karen,49,171999,Finance,27
Jacob,35,119506,Marketing,7
Yasmine,32,100817,HR,2
Adam,40,178443,HR,13
Catherine,53,173950,IT,15
Ben,22,185360,IT,0
Ben,26,100313,IT,4
Frank,52,109264,HR,29
Zane,38,74505,Sales,5
Charlie,20,205599,IT,0
Tina,42,49237,IT,13
Victoria,52,206545,IT,12
Zachary,46,155334,Finance,9
Wendy,60,128641,Marketing,32
Sophia,52,83434,IT,17
Xander,38,145906,HR,6
Helen,27,118262,IT,3
Paula,23,206813,IT,1
Paula,21,229448,HR,0
Umar,52,66058,Finance,3
Grace,35,238236,Marketing,0
Paula,50,89518,HR,24
Nancy,42,50344,Operations,10
Isabelle,20,213313,Finance,0
Ursula,60,229472,Operations,24
Michael,33,40751,HR,3
Kevin,27,69941,HR,1
Derek,31,240349,Finance,7
Umar,21,124747,Marketing,0
Laura,36,242053,Marketing,6
Eva,39,62848,Sales,12
Sophia,27,155726,HR,1
Laura,55,117651,HR,31
Frank,37,105183,IT,5
Oscar,49,148826,Operations,7
Isabelle,37,243871,Marketing,15
Karen,42,236323,HR,17
Isabelle,27,240792,Operations,4
Zachary,42,142673,IT,17
Kevin,32,69436,HR,1
Olivia,24,97552,IT,1
Vincent,28,154599,HR,3
Xander,51,57690,Finance,5
Derek,30,62451,Marketing,0
Noah,56,85693,Marketing,31
David,51,248966,Finance,23
Isabelle,33,66873,HR,0
William,42,213030,Finance,22
Catherine,34,43788,Marketing,1
Peter,58,91523,HR,30
Noah,37,85887,Operations,0
Mia,36,198446,Marketing,15
Yasmine,58,44510,Sales,8
Noah,22,243528,HR,1
David,47,180313,Marketing,17
Mia,44,169459,Sales,8
David,49,74071,Sales,7
Rachel,60,241851,Finance,6
Isabelle,40,31752,Finance,18
Jacob,27,44620,Operations,6
Peter,29,214634,Sales,5
Michael,20,133099,IT,0
David,41,44459,IT,21
Zane,21,202665,Operations,1
William,27,239563,IT,0
Ursula,35,152937,Operations,4
Robert,34,122660,Sales,10
Grace,40,140490,HR,13
Hannah,60,189214,Sales,33
Nancy,31,144773,Marketing,11
William,34,214142,IT,7
Wendy,36,214016,Finance,12
Nancy,48,140393,Finance,9
Helen,39,248101,Finance,10
Oscar,34,146461,Operations,11
George,36,186148,Finance,4
Quinn,48,95900,Marketing,5
Zane,24,115395,Operations,0
Oscar,28,137713,Finance,1
Frank,34,93024,Operations,14
Grace,44,46164,Operations,9
Nancy,31,175072,Marketing,0
Yasmine,58,129058,IT,15
Samuel,22,56672,Operations,0
Rachel,47,110192,Finance,6
Eva,37,39025,IT,16
Xavier,57,193041,IT,18
Samuel,53,176476,Marketing,20
Adam,45,124717,Finance,12
Robert,22,46808,Finance,0
Liam,51,112534,HR,27
Thomas,27,243892,Marketing,2
Bob,31,85547,Sales,0
Peter,34,173210,Finance,14
Yvonne,20,149923,IT,0
Oscar,54,119676,Operations,29
Zane,53,185705,HR,0
Nancy,40,50021,Sales,11
Catherine,28,41405,Marketing,2
Olivia,54,225721,IT,4
Peter,31,245731,Sales,5
Quincy,47,244226,IT,27
Laura,30,34639,IT,8
Ben,33,203172,Finance,2
Umar,27,118008,HR,1
Adam,49,133769,IT,25
Xander,35,98300,HR,14
Isabelle,48,77959,Operations,28
Alice,37,86139,Finance,13
Liam,45,159635,IT,9
Yasmine,48,56468,Marketing,6
Karen,57,217880,HR,6
Eva,55,71849,Sales,0
Frank,29,103863,Finance,8
Charlie,29,56693,HR,1
Eleanor,34,221957,Sales,4
Laura,40,48630,Operations,13
Sophia,55,195936,IT,26
Ivy,51,208382,Operations,12
Adam,56,179675,Sales,5
Tina,45,80284,IT,9
Mia,23,136460,Marketing,1
Ben,34,215811,Operations,11
Wendy,26,107793,IT,1
Yvonne,32,198405,Marketing,6
Helen,36,45767,Sales,14
Wendy,60,206170,Marketing,18
Kevin,56,178471,Marketing,4
Liam,40,212717,IT,4
Grace,23,215773,Sales,2
Ivy,49,46497,HR,9
Ivy,40,151453,Sales,0
Xander,47,111418,IT,8
Helen,40,240918,Sales,17
Helen,36,32189,Marketing,1
Umar,26,54553,Operations,0
Wendy,39,116841,IT,3
Oscar,50,85452,HR,17
Zachary,47,169118,Marketing,6
Yvonne,51,216263,IT,24
Michael,45,63639,Sales,20
Jacob,32,74800,HR,2
Catherine,24,83549,Marketing,3
Frank,51,191852,IT,17
Paula,57,105964,IT,5
Zachary,59,136907,Sales,22
Kevin,58,226371,HR,36
Oscar,40,195325,HR,6
Xander,50,229680,Sales,7
Noah,50,193626,IT,15
Isabelle,33,201329,Finance,4
Bob,33,162722,Finance,8
Thomas,50,92173,Marketing,7
Vincent,23,228146,Finance,3
Umar,29,132752,HR,5
Eleanor,25,62334,Sales,3
Peter,51,204889,Operations,26
Adam,45,182805,Marketing,4
Catherine,30,82379,Operations,10
Wendy,25,44449,Marketing,2
Jack,21,129207,Operations,1
Yasmine,51,121086,Operations,0
Quinn,50,103287,HR,10
Kevin,45,128833,Finance,5
Quinn,24,161808,IT,0
Sophia,53,194549,Marketing,15
Paula,25,229861,Sales,1
Charlie,35,219014,HR,11
Alice,30,67247,IT,4
Kevin,50,84397,Operations,11
Wendy,58,43489,Operations,36
Jack,38,165172,Marketing,13
Robert,52,164989,Finance,28
Charlie,50,238374,Marketing,9
Tina,31,180597,Finance,10
Adam,60,180064,Finance,2
Robert,42,217391,IT,13
Mia,26,249676,HR,3
Zachary,60,65330,Marketing,28
Alice,47,238465,IT,3
Paula,60,99916,Operations,13
Helen,51,237815,Marketing,24
Wendy,44,82035,Operations,17
Karen,54,129004,IT,1
Grace,25,236077,HR,2
Oscar,49,99884,IT,2
Zane,48,52025,Marketing,0
Umar,31,119190,HR,4
Samuel,27,186719,HR,5
Jacob,37,80533,Finance,0
Eva,29,228706,Sales,9
Xander,27,182360,Finance,6
Derek,60,88332,IT,6
Zachary,57,247642,HR,0
Jack,42,221734,Finance,17
Adam,27,128051,Operations,3
Peter,49,128470,Sales,25
Yasmine,37,136345,Operations,3
Helen,49,212674,Operations,9
Alice,35,143514,Finance,1
Thomas,57,129058,Marketing,32
Yvonne,55,181951,Finance,25
Vincent,49,129198,IT,24
Olivia,56,105575,Operations,24
Laura,39,124726,IT,4
Zachary,28,78293,Operations,7
Helen,47,182051,Sales,16
Wendy,40,82075,Marketing,10
Catherine,48,215945,IT,22
Nancy,26,167526,Finance,4
Tina,42,236720,Finance,14
Vincent,44,112141,HR,13
Jack,47,196860,HR,3
Quinn,42,210614,Finance,1
Eleanor,52,193210,Sales,25
Robert,40,249418,IT,7
Liam,26,107473,HR,2
Ben,26,184487,Sales,6
Sophia,44,119126,IT,2
Peter,47,83570,Operations,1
Yasmine,34,113126,Marketing,8
William,40,232037,Finance,16
William,30,159712,Sales,0
Ben,22,96608,HR,2
Peter,56,82906,Marketing,34
Ursula,56,42643,Marketing,23
Jacob,25,239902,IT,5
Liam,46,39450,Finance,16
Eva,22,208879,Sales,1
Karen,42,231011,Operations,0
